municipality,equipment_id,equipment_name,demand,allocated,priority_score,cost
Coimbatore,E046,Floating Trash Skimmer,9,1,14.1,4200000
Visakhapatnam,E046,Floating Trash Skimmer,9,1,14.0,4200000
Thane,E046,Floating Trash Skimmer,9,1,13.9,4200000
Kanpur,E046,Floating Trash Skimmer,8,1,13.8,4200000
Faridabad,E046,Floating Trash Skimmer,9,1,13.7,4200000
Ludhiana,E046,Floating Trash Skimmer,8,1,12.8,4200000
Asansol,E046,Floating Trash Skimmer,8,1,12.2,4200000
Howrah,E046,Floating Trash Skimmer,8,1,12.1,4200000
Patna,E046,Floating Trash Skimmer,7,1,12.1,4200000
Kochi,E046,Floating Trash Skimmer,9,1,11.98,4200000
Nashik,E046,Floating Trash Skimmer,8,1,11.7,4200000
Madurai,E046,Floating Trash Skimmer,8,1,11.5,4200000
Jabalpur,E046,Floating Trash Skimmer,8,1,11.3,4200000
Mysuru,E046,Floating Trash Skimmer,8,1,11.1,4200000
Vijayawada,E046,Floating Trash Skimmer,8,1,11.1,4200000
Agra,E046,Floating Trash Skimmer,7,1,10.7,4200000
Durgapur,E046,Floating Trash Skimmer,8,1,10.58,4200000
Varanasi,E046,Floating Trash Skimmer,7,1,10.4,4200000
Aurangabad,E046,Floating Trash Skimmer,7,1,10.3,4200000
Amritsar,E046,Floating Trash Skimmer,7,1,10.2,4200000
Ranchi,E046,Floating Trash Skimmer,7,1,10.2,4200000
Raipur,E046,Floating Trash Skimmer,7,1,10.15,4200000
Bhubaneswar,E046,Floating Trash Skimmer,7,1,10.1,4200000
Jodhpur,E046,Floating Trash Skimmer,7,1,10.1,4200000
Gwalior,E046,Floating Trash Skimmer,7,1,10.05,4200000
Guwahati,E046,Floating Trash Skimmer,7,1,9.95,4200000
Dehradun,E046,Floating Trash Skimmer,7,1,9.85,4200000
Siliguri,E046,Floating Trash Skimmer,7,0,9.7,0
Udaipur,E046,Floating Trash Skimmer,7,0,9.6,0
Srinagar,E046,Floating Trash Skimmer,6,0,9.25,0
Hubli,E046,Floating Trash Skimmer,6,0,8.95,0
Panaji,E046,Floating Trash Skimmer,7,0,8.15,0
Tirupati,E046,Floating Trash Skimmer,6,0,7.45,0
Kharagpur,E046,Floating Trash Skimmer,6,0,7.3,0
Haldia,E046,Floating Trash Skimmer,6,0,7.2,0
Shimla,E046,Floating Trash Skimmer,5,0,6.25,0
Malda,E046,Floating Trash Skimmer,5,0,6.25,0
Delhi,E047,Portable Flood Pump,8,8,32.0,2800000
Mumbai,E047,Portable Flood Pump,9,7,26.5,2450000
Bengaluru,E047,Portable Flood Pump,8,5,21.4,1750000
Chennai,E047,Portable Flood Pump,8,5,20.1,1750000
Hyderabad,E047,Portable Flood Pump,8,5,19.8,1750000
Ahmedabad,E047,Portable Flood Pump,7,4,17.6,1400000
Kolkata,E047,Portable Flood Pump,8,4,17.5,1400000
Surat,E047,Portable Flood Pump,7,4,14.6,1400000
Pune,E047,Portable Flood Pump,7,3,13.9,1050000
Lucknow,E047,Portable Flood Pump,6,3,12.3,1050000
Indore,E047,Portable Flood Pump,7,3,12.2,1050000
Jaipur,E047,Portable Flood Pump,6,3,12.1,1050000
Coimbatore,E047,Portable Flood Pump,7,3,12.1,1050000
Visakhapatnam,E047,Portable Flood Pump,7,3,12.0,1050000
Thane,E047,Portable Flood Pump,7,3,11.9,1050000
Kanpur,E047,Portable Flood Pump,6,3,11.8,1050000
Ludhiana,E047,Portable Flood Pump,7,3,11.8,1050000
Faridabad,E047,Portable Flood Pump,7,3,11.7,1050000
Nagpur,E047,Portable Flood Pump,6,3,11.4,1050000
Asansol,E047,Portable Flood Pump,7,3,11.2,1050000
Howrah,E047,Portable Flood Pump,7,3,11.1,1050000
Patna,E047,Portable Flood Pump,5,2,10.1,700000
Kochi,E047,Portable Flood Pump,7,2,9.98,700000
Agra,E047,Portable Flood Pump,6,2,9.7,700000
Nashik,E047,Portable Flood Pump,6,2,9.7,700000
Madurai,E047,Portable Flood Pump,6,2,9.5,700000
Aurangabad,E047,Portable Flood Pump,6,2,9.3,700000
Jabalpur,E047,Portable Flood Pump,6,2,9.3,700000
Amritsar,E047,Portable Flood Pump,6,2,9.2,700000
Raipur,E047,Portable Flood Pump,6,2,9.15,700000
Mysuru,E047,Portable Flood Pump,6,2,9.1,700000
Vijayawada,E047,Portable Flood Pump,6,2,9.1,700000
Bhubaneswar,E047,Portable Flood Pump,6,2,9.1,700000
Gwalior,E047,Portable Flood Pump,6,2,9.05,700000
Guwahati,E047,Portable Flood Pump,6,2,8.95,700000
Siliguri,E047,Portable Flood Pump,6,2,8.7,700000
Udaipur,E047,Portable Flood Pump,6,2,8.6,700000
Durgapur,E047,Portable Flood Pump,6,2,8.58,700000
Varanasi,E047,Portable Flood Pump,5,2,8.4,700000
Srinagar,E047,Portable Flood Pump,5,2,8.25,700000
Ranchi,E047,Portable Flood Pump,5,2,8.2,700000
Jodhpur,E047,Portable Flood Pump,5,2,8.1,700000
Hubli,E047,Portable Flood Pump,5,2,7.95,700000
Dehradun,E047,Portable Flood Pump,5,2,7.85,700000
Haldia,E047,Portable Flood Pump,6,2,7.2,700000
Panaji,E047,Portable Flood Pump,6,2,7.15,700000
Tirupati,E047,Portable Flood Pump,5,2,6.45,700000
Kharagpur,E047,Portable Flood Pump,5,2,6.3,700000
Shimla,E047,Portable Flood Pump,5,2,6.25,700000
Malda,E047,Portable Flood Pump,5,2,6.25,700000
Delhi,E048,Emergency Drainage Vehicle,20,3,44.0,9600000
Mumbai,E048,Emergency Drainage Vehicle,17,2,34.5,6400000
Bengaluru,E048,Emergency Drainage Vehicle,14,2,27.4,6400000
Chennai,E048,Emergency Drainage Vehicle,13,1,25.1,3200000
Hyderabad,E048,Emergency Drainage Vehicle,12,1,23.8,3200000
Ahmedabad,E048,Emergency Drainage Vehicle,11,1,21.6,3200000
Kolkata,E048,Emergency Drainage Vehicle,11,1,20.5,3200000
Surat,E048,Emergency Drainage Vehicle,10,1,17.6,3200000
Pune,E048,Emergency Drainage Vehicle,10,1,16.9,3200000
Lucknow,E048,Emergency Drainage Vehicle,9,1,15.3,3200000
Jaipur,E048,Emergency Drainage Vehicle,9,1,15.1,3200000
Nagpur,E048,Emergency Drainage Vehicle,9,1,14.4,3200000
Indore,E048,Emergency Drainage Vehicle,9,1,14.2,3200000
Coimbatore,E048,Emergency Drainage Vehicle,9,1,14.1,3200000
Visakhapatnam,E048,Emergency Drainage Vehicle,9,1,14.0,3200000
Thane,E048,Emergency Drainage Vehicle,9,1,13.9,3200000
Kanpur,E048,Emergency Drainage Vehicle,8,1,13.8,3200000
Faridabad,E048,Emergency Drainage Vehicle,9,1,13.7,3200000
Ludhiana,E048,Emergency Drainage Vehicle,8,1,12.8,3200000
Asansol,E048,Emergency Drainage Vehicle,8,1,12.2,3200000
Howrah,E048,Emergency Drainage Vehicle,8,1,12.1,3200000
Patna,E048,Emergency Drainage Vehicle,7,1,12.1,3200000
Kochi,E048,Emergency Drainage Vehicle,9,1,11.98,3200000
Nashik,E048,Emergency Drainage Vehicle,8,1,11.7,3200000
Madurai,E048,Emergency Drainage Vehicle,8,1,11.5,3200000
Jabalpur,E048,Emergency Drainage Vehicle,8,1,11.3,3200000
Mysuru,E048,Emergency Drainage Vehicle,8,1,11.1,3200000
Vijayawada,E048,Emergency Drainage Vehicle,8,1,11.1,3200000
Agra,E048,Emergency Drainage Vehicle,7,1,10.7,3200000
Durgapur,E048,Emergency Drainage Vehicle,8,1,10.58,3200000
Varanasi,E048,Emergency Drainage Vehicle,7,1,10.4,3200000
Aurangabad,E048,Emergency Drainage Vehicle,7,1,10.3,3200000
Amritsar,E048,Emergency Drainage Vehicle,7,1,10.2,3200000
Ranchi,E048,Emergency Drainage Vehicle,7,1,10.2,3200000
Raipur,E048,Emergency Drainage Vehicle,7,1,10.15,3200000
Bhubaneswar,E048,Emergency Drainage Vehicle,7,1,10.1,3200000
Jodhpur,E048,Emergency Drainage Vehicle,7,1,10.1,3200000
Gwalior,E048,Emergency Drainage Vehicle,7,1,10.05,3200000
Guwahati,E048,Emergency Drainage Vehicle,7,1,9.95,3200000
Dehradun,E048,Emergency Drainage Vehicle,7,1,9.85,3200000
Siliguri,E048,Emergency Drainage Vehicle,7,1,9.7,3200000
Udaipur,E048,Emergency Drainage Vehicle,7,1,9.6,3200000
Srinagar,E048,Emergency Drainage Vehicle,6,1,9.25,3200000
Hubli,E048,Emergency Drainage Vehicle,6,1,8.95,3200000
Panaji,E048,Emergency Drainage Vehicle,7,0,8.15,0
Tirupati,E048,Emergency Drainage Vehicle,6,0,7.45,0
Kharagpur,E048,Emergency Drainage Vehicle,6,0,7.3,0
Haldia,E048,Emergency Drainage Vehicle,6,0,7.2,0
Shimla,E048,Emergency Drainage Vehicle,5,0,6.25,0
Malda,E048,Emergency Drainage Vehicle,5,0,6.25,0
Delhi,E049,Canal Cleaning Machine,8,1,32.0,5000000
Mumbai,E049,Canal Cleaning Machine,9,1,26.5,5000000
Bengaluru,E049,Canal Cleaning Machine,8,1,21.4,5000000
Chennai,E049,Canal Cleaning Machine,8,1,20.1,5000000
Hyderabad,E049,Canal Cleaning Machine,8,1,19.8,5000000
Ahmedabad,E049,Canal Cleaning Machine,7,1,17.6,5000000
Kolkata,E049,Canal Cleaning Machine,8,1,17.5,5000000
Surat,E049,Canal Cleaning Machine,7,1,14.6,5000000
Pune,E049,Canal Cleaning Machine,7,1,13.9,5000000
Lucknow,E049,Canal Cleaning Machine,6,1,12.3,5000000
Indore,E049,Canal Cleaning Machine,7,1,12.2,5000000
Jaipur,E049,Canal Cleaning Machine,6,1,12.1,5000000
Coimbatore,E049,Canal Cleaning Machine,7,1,12.1,5000000
Visakhapatnam,E049,Canal Cleaning Machine,7,1,12.0,5000000
Thane,E049,Canal Cleaning Machine,7,1,11.9,5000000
Kanpur,E049,Canal Cleaning Machine,6,1,11.8,5000000
Ludhiana,E049,Canal Cleaning Machine,7,1,11.8,5000000
Faridabad,E049,Canal Cleaning Machine,7,1,11.7,5000000
Nagpur,E049,Canal Cleaning Machine,6,0,11.4,0
Asansol,E049,Canal Cleaning Machine,7,0,11.2,0
Howrah,E049,Canal Cleaning Machine,7,0,11.1,0
Patna,E049,Canal Cleaning Machine,5,0,10.1,0
Kochi,E049,Canal Cleaning Machine,7,0,9.98,0
Agra,E049,Canal Cleaning Machine,6,0,9.7,0
Nashik,E049,Canal Cleaning Machine,6,0,9.7,0
Madurai,E049,Canal Cleaning Machine,6,0,9.5,0
Aurangabad,E049,Canal Cleaning Machine,6,0,9.3,0
Jabalpur,E049,Canal Cleaning Machine,6,0,9.3,0
Amritsar,E049,Canal Cleaning Machine,6,0,9.2,0
Raipur,E049,Canal Cleaning Machine,6,0,9.15,0
Mysuru,E049,Canal Cleaning Machine,6,0,9.1,0
Vijayawada,E049,Canal Cleaning Machine,6,0,9.1,0
Bhubaneswar,E049,Canal Cleaning Machine,6,0,9.1,0
Gwalior,E049,Canal Cleaning Machine,6,0,9.05,0
Guwahati,E049,Canal Cleaning Machine,6,0,8.95,0
Siliguri,E049,Canal Cleaning Machine,6,0,8.7,0
Udaipur,E049,Canal Cleaning Machine,6,0,8.6,0
Durgapur,E049,Canal Cleaning Machine,6,0,8.58,0
Varanasi,E049,Canal Cleaning Machine,5,0,8.4,0
Srinagar,E049,Canal Cleaning Machine,5,0,8.25,0
Ranchi,E049,Canal Cleaning Machine,5,0,8.2,0
Jodhpur,E049,Canal Cleaning Machine,5,0,8.1,0
Hubli,E049,Canal Cleaning Machine,5,0,7.95,0
Dehradun,E049,Canal Cleaning Machine,5,0,7.85,0
Haldia,E049,Canal Cleaning Machine,6,0,7.2,0
Panaji,E049,Canal Cleaning Machine,6,0,7.15,0
Tirupati,E049,Canal Cleaning Machine,5,0,6.45,0
Kharagpur,E049,Canal Cleaning Machine,5,0,6.3,0
Shimla,E049,Canal Cleaning Machine,5,0,6.25,0
Malda,E049,Canal Cleaning Machine,5,0,6.25,0
Delhi,E050,Portable Dewatering Pump,7,7,31.0,1960000
Mumbai,E050,Portable Dewatering Pump,8,8,25.5,2240000
Bengaluru,E050,Portable Dewatering Pump,7,6,20.4,1680000
Chennai,E050,Portable Dewatering Pump,7,6,19.1,1680000
Hyderabad,E050,Portable Dewatering Pump,7,6,18.8,1680000
Ahmedabad,E050,Portable Dewatering Pump,6,5,16.6,1400000
Kolkata,E050,Portable Dewatering Pump,7,5,16.5,1400000
Surat,E050,Portable Dewatering Pump,6,4,13.6,1120000
Pune,E050,Portable Dewatering Pump,6,4,12.9,1120000
Nagpur,E050,Portable Dewatering Pump,6,3,11.4,840000
Lucknow,E050,Portable Dewatering Pump,5,3,11.3,840000
Indore,E050,Portable Dewatering Pump,6,3,11.2,840000
Coimbatore,E050,Portable Dewatering Pump,6,3,11.1,840000
Jaipur,E050,Portable Dewatering Pump,5,3,11.1,840000
Visakhapatnam,E050,Portable Dewatering Pump,6,3,11.0,840000
Thane,E050,Portable Dewatering Pump,6,3,10.9,840000
Ludhiana,E050,Portable Dewatering Pump,6,3,10.8,840000
Kanpur,E050,Portable Dewatering Pump,5,3,10.8,840000
Faridabad,E050,Portable Dewatering Pump,6,3,10.7,840000
Asansol,E050,Portable Dewatering Pump,6,3,10.2,840000
Howrah,E050,Portable Dewatering Pump,6,3,10.1,840000
Patna,E050,Portable Dewatering Pump,5,3,10.1,840000
Kochi,E050,Portable Dewatering Pump,7,3,9.98,840000
Madurai,E050,Portable Dewatering Pump,6,3,9.5,840000
Vijayawada,E050,Portable Dewatering Pump,6,3,9.1,840000
Mysuru,E050,Portable Dewatering Pump,6,3,9.1,840000
Nashik,E050,Portable Dewatering Pump,5,3,8.7,840000
Agra,E050,Portable Dewatering Pump,5,3,8.7,840000
Durgapur,E050,Portable Dewatering Pump,6,3,8.58,840000
Varanasi,E050,Portable Dewatering Pump,5,3,8.4,840000
Jabalpur,E050,Portable Dewatering Pump,5,2,8.3,560000
Aurangabad,E050,Portable Dewatering Pump,5,2,8.3,560000
Amritsar,E050,Portable Dewatering Pump,5,2,8.2,560000
Ranchi,E050,Portable Dewatering Pump,5,2,8.2,560000
Raipur,E050,Portable Dewatering Pump,5,2,8.15,560000
Bhubaneswar,E050,Portable Dewatering Pump,5,2,8.1,560000
Jodhpur,E050,Portable Dewatering Pump,5,2,8.1,560000
Gwalior,E050,Portable Dewatering Pump,5,2,8.05,560000
Guwahati,E050,Portable Dewatering Pump,5,2,7.95,560000
Hubli,E050,Portable Dewatering Pump,5,2,7.95,560000
Dehradun,E050,Portable Dewatering Pump,5,2,7.85,560000
Siliguri,E050,Portable Dewatering Pump,5,2,7.7,560000
Udaipur,E050,Portable Dewatering Pump,5,2,7.6,560000
Srinagar,E050,Portable Dewatering Pump,4,2,7.25,560000
Panaji,E050,Portable Dewatering Pump,6,2,7.15,560000
Tirupati,E050,Portable Dewatering Pump,5,2,6.45,560000
Kharagpur,E050,Portable Dewatering Pump,5,2,6.3,560000
Haldia,E050,Portable Dewatering Pump,5,2,6.2,560000
Shimla,E050,Portable Dewatering Pump,4,2,5.25,560000
Malda,E050,Portable Dewatering Pump,4,2,5.25,560000
Delhi,E051,Water Tanker Truck,20,6,44.0,7200000
Mumbai,E051,Water Tanker Truck,17,5,34.5,6000000
Bengaluru,E051,Water Tanker Truck,14,4,27.4,4800000
Chennai,E051,Water Tanker Truck,13,4,25.1,4800000
Hyderabad,E051,Water Tanker Truck,12,3,23.8,3600000
Ahmedabad,E051,Water Tanker Truck,11,3,21.6,3600000
Kolkata,E051,Water Tanker Truck,11,3,20.5,3600000
Surat,E051,Water Tanker Truck,10,3,17.6,3600000
Pune,E051,Water Tanker Truck,10,2,16.9,2400000
Lucknow,E051,Water Tanker Truck,9,2,15.3,2400000
Jaipur,E051,Water Tanker Truck,9,2,15.1,2400000
Nagpur,E051,Water Tanker Truck,9,2,14.4,2400000
Indore,E051,Water Tanker Truck,9,2,14.2,2400000
Coimbatore,E051,Water Tanker Truck,9,2,14.1,2400000
Visakhapatnam,E051,Water Tanker Truck,9,2,14.0,2400000
Thane,E051,Water Tanker Truck,9,2,13.9,2400000
Kanpur,E051,Water Tanker Truck,8,2,13.8,2400000
Faridabad,E051,Water Tanker Truck,9,2,13.7,2400000
Ludhiana,E051,Water Tanker Truck,8,2,12.8,2400000
Asansol,E051,Water Tanker Truck,8,2,12.2,2400000
Howrah,E051,Water Tanker Truck,8,2,12.1,2400000
Patna,E051,Water Tanker Truck,7,2,12.1,2400000
Kochi,E051,Water Tanker Truck,9,2,11.98,2400000
Nashik,E051,Water Tanker Truck,8,2,11.7,2400000
Madurai,E051,Water Tanker Truck,8,2,11.5,2400000
Jabalpur,E051,Water Tanker Truck,8,2,11.3,2400000
Mysuru,E051,Water Tanker Truck,8,2,11.1,2400000
Vijayawada,E051,Water Tanker Truck,8,2,11.1,2400000
Agra,E051,Water Tanker Truck,7,2,10.7,2400000
Durgapur,E051,Water Tanker Truck,8,2,10.58,2400000
Varanasi,E051,Water Tanker Truck,7,2,10.4,2400000
Aurangabad,E051,Water Tanker Truck,7,2,10.3,2400000
Amritsar,E051,Water Tanker Truck,7,1,10.2,1200000
Ranchi,E051,Water Tanker Truck,7,1,10.2,1200000
Raipur,E051,Water Tanker Truck,7,1,10.15,1200000
Bhubaneswar,E051,Water Tanker Truck,7,1,10.1,1200000
Jodhpur,E051,Water Tanker Truck,7,1,10.1,1200000
Gwalior,E051,Water Tanker Truck,7,1,10.05,1200000
Guwahati,E051,Water Tanker Truck,7,1,9.95,1200000
Dehradun,E051,Water Tanker Truck,7,1,9.85,1200000
Siliguri,E051,Water Tanker Truck,7,1,9.7,1200000
Udaipur,E051,Water Tanker Truck,7,1,9.6,1200000
Srinagar,E051,Water Tanker Truck,6,1,9.25,1200000
Hubli,E051,Water Tanker Truck,6,1,8.95,1200000
Panaji,E051,Water Tanker Truck,7,1,8.15,1200000
Tirupati,E051,Water Tanker Truck,6,1,7.45,1200000
Kharagpur,E051,Water Tanker Truck,6,1,7.3,1200000
Haldia,E051,Water Tanker Truck,6,1,7.2,1200000
Shimla,E051,Water Tanker Truck,5,1,6.25,1200000
Malda,E051,Water Tanker Truck,5,1,6.25,1200000
Delhi,E052,Water Supply Pipeline Vehicle,18,4,42.0,9200000
Mumbai,E052,Water Supply Pipeline Vehicle,15,3,32.5,6900000
Bengaluru,E052,Water Supply Pipeline Vehicle,12,2,25.4,4600000
Chennai,E052,Water Supply Pipeline Vehicle,12,2,24.1,4600000
Hyderabad,E052,Water Supply Pipeline Vehicle,11,2,22.8,4600000
Ahmedabad,E052,Water Supply Pipeline Vehicle,10,2,20.6,4600000
Kolkata,E052,Water Supply Pipeline Vehicle,10,2,19.5,4600000
Surat,E052,Water Supply Pipeline Vehicle,9,2,16.6,4600000
Pune,E052,Water Supply Pipeline Vehicle,9,1,15.9,2300000
Lucknow,E052,Water Supply Pipeline Vehicle,8,1,14.3,2300000
Jaipur,E052,Water Supply Pipeline Vehicle,8,1,14.1,2300000
Nagpur,E052,Water Supply Pipeline Vehicle,8,1,13.4,2300000
Indore,E052,Water Supply Pipeline Vehicle,8,1,13.2,2300000
Coimbatore,E052,Water Supply Pipeline Vehicle,8,1,13.1,2300000
Visakhapatnam,E052,Water Supply Pipeline Vehicle,8,1,13.0,2300000
Thane,E052,Water Supply Pipeline Vehicle,8,1,12.9,2300000
Ludhiana,E052,Water Supply Pipeline Vehicle,8,1,12.8,2300000
Kanpur,E052,Water Supply Pipeline Vehicle,7,1,12.8,2300000
Faridabad,E052,Water Supply Pipeline Vehicle,8,1,12.7,2300000
Asansol,E052,Water Supply Pipeline Vehicle,7,1,11.2,2300000
Howrah,E052,Water Supply Pipeline Vehicle,7,1,11.1,2300000
Patna,E052,Water Supply Pipeline Vehicle,6,1,11.1,2300000
Kochi,E052,Water Supply Pipeline Vehicle,8,1,10.98,2300000
Nashik,E052,Water Supply Pipeline Vehicle,7,1,10.7,2300000
Madurai,E052,Water Supply Pipeline Vehicle,7,1,10.5,2300000
Jabalpur,E052,Water Supply Pipeline Vehicle,7,1,10.3,2300000
Amritsar,E052,Water Supply Pipeline Vehicle,7,1,10.2,2300000
Raipur,E052,Water Supply Pipeline Vehicle,7,1,10.15,2300000
Mysuru,E052,Water Supply Pipeline Vehicle,7,1,10.1,2300000
Vijayawada,E052,Water Supply Pipeline Vehicle,7,1,10.1,2300000
Agra,E052,Water Supply Pipeline Vehicle,6,1,9.7,2300000
Durgapur,E052,Water Supply Pipeline Vehicle,7,1,9.58,2300000
Varanasi,E052,Water Supply Pipeline Vehicle,6,1,9.4,2300000
Aurangabad,E052,Water Supply Pipeline Vehicle,6,1,9.3,2300000
Srinagar,E052,Water Supply Pipeline Vehicle,6,1,9.25,2300000
Ranchi,E052,Water Supply Pipeline Vehicle,6,1,9.2,2300000
Jodhpur,E052,Water Supply Pipeline Vehicle,6,1,9.1,2300000
Bhubaneswar,E052,Water Supply Pipeline Vehicle,6,1,9.1,2300000
Gwalior,E052,Water Supply Pipeline Vehicle,6,1,9.05,2300000
Guwahati,E052,Water Supply Pipeline Vehicle,6,1,8.95,2300000
Hubli,E052,Water Supply Pipeline Vehicle,6,1,8.95,2300000
Dehradun,E052,Water Supply Pipeline Vehicle,6,1,8.85,2300000
Siliguri,E052,Water Supply Pipeline Vehicle,6,1,8.7,2300000
Udaipur,E052,Water Supply Pipeline Vehicle,6,1,8.6,2300000
Panaji,E052,Water Supply Pipeline Vehicle,7,1,8.15,2300000
Tirupati,E052,Water Supply Pipeline Vehicle,6,1,7.45,2300000
Haldia,E052,Water Supply Pipeline Vehicle,6,1,7.2,2300000
Kharagpur,E052,Water Supply Pipeline Vehicle,5,1,6.3,2300000
Shimla,E052,Water Supply Pipeline Vehicle,5,1,6.25,2300000
Malda,E052,Water Supply Pipeline Vehicle,5,1,6.25,2300000
Delhi,E053,Pipe Leakage Detection Machine,18,5,42.0,5500000
Mumbai,E053,Pipe Leakage Detection Machine,15,4,32.5,4400000
Bengaluru,E053,Pipe Leakage Detection Machine,12,3,25.4,3300000
Chennai,E053,Pipe Leakage Detection Machine,12,3,24.1,3300000
Hyderabad,E053,Pipe Leakage Detection Machine,11,3,22.8,3300000
Ahmedabad,E053,Pipe Leakage Detection Machine,10,3,20.6,3300000
Kolkata,E053,Pipe Leakage Detection Machine,10,2,19.5,2200000
Surat,E053,Pipe Leakage Detection Machine,9,2,16.6,2200000
Pune,E053,Pipe Leakage Detection Machine,9,2,15.9,2200000
Lucknow,E053,Pipe Leakage Detection Machine,8,2,14.3,2200000
Jaipur,E053,Pipe Leakage Detection Machine,8,2,14.1,2200000
Nagpur,E053,Pipe Leakage Detection Machine,8,2,13.4,2200000
Indore,E053,Pipe Leakage Detection Machine,8,2,13.2,2200000
Coimbatore,E053,Pipe Leakage Detection Machine,8,2,13.1,2200000
Visakhapatnam,E053,Pipe Leakage Detection Machine,8,2,13.0,2200000
Thane,E053,Pipe Leakage Detection Machine,8,2,12.9,2200000
Ludhiana,E053,Pipe Leakage Detection Machine,8,2,12.8,2200000
Kanpur,E053,Pipe Leakage Detection Machine,7,2,12.8,2200000
Faridabad,E053,Pipe Leakage Detection Machine,8,2,12.7,2200000
Asansol,E053,Pipe Leakage Detection Machine,7,1,11.2,1100000
Howrah,E053,Pipe Leakage Detection Machine,7,1,11.1,1100000
Patna,E053,Pipe Leakage Detection Machine,6,1,11.1,1100000
Kochi,E053,Pipe Leakage Detection Machine,8,1,10.98,1100000
Nashik,E053,Pipe Leakage Detection Machine,7,1,10.7,1100000
Madurai,E053,Pipe Leakage Detection Machine,7,1,10.5,1100000
Jabalpur,E053,Pipe Leakage Detection Machine,7,1,10.3,1100000
Amritsar,E053,Pipe Leakage Detection Machine,7,1,10.2,1100000
Raipur,E053,Pipe Leakage Detection Machine,7,1,10.15,1100000
Mysuru,E053,Pipe Leakage Detection Machine,7,1,10.1,1100000
Vijayawada,E053,Pipe Leakage Detection Machine,7,1,10.1,1100000
Agra,E053,Pipe Leakage Detection Machine,6,1,9.7,1100000
Durgapur,E053,Pipe Leakage Detection Machine,7,1,9.58,1100000
Varanasi,E053,Pipe Leakage Detection Machine,6,1,9.4,1100000
Aurangabad,E053,Pipe Leakage Detection Machine,6,1,9.3,1100000
Srinagar,E053,Pipe Leakage Detection Machine,6,1,9.25,1100000
Ranchi,E053,Pipe Leakage Detection Machine,6,1,9.2,1100000
Jodhpur,E053,Pipe Leakage Detection Machine,6,1,9.1,1100000
Bhubaneswar,E053,Pipe Leakage Detection Machine,6,1,9.1,1100000
Gwalior,E053,Pipe Leakage Detection Machine,6,1,9.05,1100000
Guwahati,E053,Pipe Leakage Detection Machine,6,1,8.95,1100000
Hubli,E053,Pipe Leakage Detection Machine,6,1,8.95,1100000
Dehradun,E053,Pipe Leakage Detection Machine,6,1,8.85,1100000
Siliguri,E053,Pipe Leakage Detection Machine,6,1,8.7,1100000
Udaipur,E053,Pipe Leakage Detection Machine,6,1,8.6,1100000
Panaji,E053,Pipe Leakage Detection Machine,7,1,8.15,1100000
Tirupati,E053,Pipe Leakage Detection Machine,6,1,7.45,1100000
Haldia,E053,Pipe Leakage Detection Machine,6,1,7.2,1100000
Kharagpur,E053,Pipe Leakage Detection Machine,5,1,6.3,1100000
Shimla,E053,Pipe Leakage Detection Machine,5,1,6.25,1100000
Malda,E053,Pipe Leakage Detection Machine,5,1,6.25,1100000
Delhi,E054,Water Quality Testing Van,20,3,44.0,7500000
Mumbai,E054,Water Quality Testing Van,17,2,34.5,5000000
Bengaluru,E054,Water Quality Testing Van,14,2,27.4,5000000
Chennai,E054,Water Quality Testing Van,13,2,25.1,5000000
Hyderabad,E054,Water Quality Testing Van,12,2,23.8,5000000
Ahmedabad,E054,Water Quality Testing Van,11,1,21.6,2500000
Kolkata,E054,Water Quality Testing Van,11,1,20.5,2500000
Surat,E054,Water Quality Testing Van,10,1,17.6,2500000
Pune,E054,Water Quality Testing Van,10,1,16.9,2500000
Lucknow,E054,Water Quality Testing Van,9,1,15.3,2500000
Jaipur,E054,Water Quality Testing Van,9,1,15.1,2500000
Nagpur,E054,Water Quality Testing Van,9,1,14.4,2500000
Indore,E054,Water Quality Testing Van,9,1,14.2,2500000
Coimbatore,E054,Water Quality Testing Van,9,1,14.1,2500000
Visakhapatnam,E054,Water Quality Testing Van,9,1,14.0,2500000
Thane,E054,Water Quality Testing Van,9,1,13.9,2500000
Kanpur,E054,Water Quality Testing Van,8,1,13.8,2500000
Faridabad,E054,Water Quality Testing Van,9,1,13.7,2500000
Ludhiana,E054,Water Quality Testing Van,8,1,12.8,2500000
Asansol,E054,Water Quality Testing Van,8,1,12.2,2500000
Howrah,E054,Water Quality Testing Van,8,1,12.1,2500000
Patna,E054,Water Quality Testing Van,7,1,12.1,2500000
Kochi,E054,Water Quality Testing Van,9,1,11.98,2500000
Nashik,E054,Water Quality Testing Van,8,1,11.7,2500000
Madurai,E054,Water Quality Testing Van,8,1,11.5,2500000
Jabalpur,E054,Water Quality Testing Van,8,1,11.3,2500000
Mysuru,E054,Water Quality Testing Van,8,1,11.1,2500000
Vijayawada,E054,Water Quality Testing Van,8,1,11.1,2500000
Agra,E054,Water Quality Testing Van,7,1,10.7,2500000
Durgapur,E054,Water Quality Testing Van,8,1,10.58,2500000
Varanasi,E054,Water Quality Testing Van,7,1,10.4,2500000
Aurangabad,E054,Water Quality Testing Van,7,1,10.3,2500000
Amritsar,E054,Water Quality Testing Van,7,1,10.2,2500000
Ranchi,E054,Water Quality Testing Van,7,1,10.2,2500000
Raipur,E054,Water Quality Testing Van,7,1,10.15,2500000
