municipality,equipment_id,equipment_name,predicted_demand,allocated_stock,procurement_needed,urgency_level,unit_cost_lakhs,estimated_procurement_cost,annual_budget_lakhs,budget_feasible
Ludhiana,E035,Vacuum Sludge Tanker,16,2,14,HIGH,30,420,62000,YES
Faridabad,E035,Vacuum Sludge Tanker,16,2,14,HIGH,30,420,68000,YES
Thane,E035,Vacuum Sludge Tanker,17,2,15,HIGH,30,450,76000,YES
Visakhapatnam,E035,Vacuum Sludge Tanker,16,2,14,HIGH,30,420,82000,YES
Patna,E035,Vacuum Sludge Tanker,12,2,10,HIGH,30,300,52000,YES
Asansol,E035,Vacuum Sludge Tanker,15,2,13,HIGH,30,390,56000,YES
Nashik,E035,Vacuum Sludge Tanker,15,2,13,HIGH,30,390,58000,YES
Madurai,E035,Vacuum Sludge Tanker,15,2,13,HIGH,30,390,51000,YES
Howrah,E035,Vacuum Sludge Tanker,15,2,13,HIGH,30,390,51000,YES
Agra,E035,Vacuum Sludge Tanker,13,2,11,HIGH,30,330,53000,YES
Jabalpur,E035,Vacuum Sludge Tanker,14,2,12,HIGH,30,360,44000,YES
Mysuru,E035,Vacuum Sludge Tanker,15,2,13,HIGH,30,390,42000,YES
Kochi,E035,Vacuum Sludge Tanker,17,2,15,HIGH,30,450,52000,YES
Amritsar,E035,Vacuum Sludge Tanker,14,2,12,HIGH,30,360,46000,YES
Ranchi,E035,Vacuum Sludge Tanker,12,2,10,HIGH,30,300,38000,YES
Aurangabad,E035,Vacuum Sludge Tanker,13,2,11,HIGH,30,330,45000,YES
Varanasi,E035,Vacuum Sludge Tanker,12,2,10,HIGH,30,300,47000,YES
Gwalior,E035,Vacuum Sludge Tanker,13,2,11,HIGH,30,330,37000,YES
Raipur,E035,Vacuum Sludge Tanker,13,2,11,HIGH,30,330,41000,YES
Srinagar,E035,Vacuum Sludge Tanker,11,2,9,HIGH,30,270,39000,YES
Hubli,E035,Vacuum Sludge Tanker,12,2,10,HIGH,30,300,33000,YES
Jodhpur,E035,Vacuum Sludge Tanker,12,2,10,HIGH,30,300,41000,YES
Bhubaneswar,E035,Vacuum Sludge Tanker,13,2,11,HIGH,30,330,42000,YES
Vijayawada,E035,Vacuum Sludge Tanker,14,2,12,HIGH,30,360,43000,YES
Siliguri,E035,Vacuum Sludge Tanker,13,2,11,HIGH,30,330,30000,YES
Dehradun,E035,Vacuum Sludge Tanker,12,2,10,HIGH,30,300,36000,YES
Durgapur,E035,Vacuum Sludge Tanker,14,2,12,HIGH,30,360,27000,YES
Guwahati,E035,Vacuum Sludge Tanker,11,2,9,HIGH,30,270,35000,YES
Udaipur,E035,Vacuum Sludge Tanker,12,2,10,HIGH,30,300,28000,YES
Tirupati,E035,Vacuum Sludge Tanker,12,2,10,HIGH,30,300,24000,YES
Panaji,E035,Vacuum Sludge Tanker,14,2,12,HIGH,30,360,22000,YES
Malda,E035,Vacuum Sludge Tanker,10,2,8,HIGH,30,240,14000,YES
Shimla,E035,Vacuum Sludge Tanker,10,2,8,HIGH,30,240,16000,YES
Kharagpur,E035,Vacuum Sludge Tanker,11,2,9,HIGH,30,270,17000,YES
Haldia,E035,Vacuum Sludge Tanker,12,2,10,HIGH,30,300,15000,YES
Delhi,E036,Manhole Desilting Machine,20,2,18,HIGH,16,288,650000,YES
Mumbai,E036,Manhole Desilting Machine,20,2,18,HIGH,16,288,500000,YES
Bengaluru,E036,Manhole Desilting Machine,20,1,19,HIGH,16,304,320000,YES
Chennai,E036,Manhole Desilting Machine,20,1,19,HIGH,16,304,310000,YES
Hyderabad,E036,Manhole Desilting Machine,19,1,18,HIGH,16,288,280000,YES
Ahmedabad,E036,Manhole Desilting Machine,18,1,17,HIGH,16,272,230000,YES
Kolkata,E036,Manhole Desilting Machine,18,1,17,HIGH,16,272,210000,YES
Surat,E036,Manhole Desilting Machine,16,1,15,HIGH,16,240,140000,YES
Pune,E036,Manhole Desilting Machine,16,1,15,HIGH,16,240,120000,YES
Jaipur,E036,Manhole Desilting Machine,14,1,13,HIGH,16,208,98000,YES
Lucknow,E036,Manhole Desilting Machine,13,1,12,HIGH,16,192,95000,YES
Kanpur,E036,Manhole Desilting Machine,13,1,12,HIGH,16,192,85000,YES
Nagpur,E036,Manhole Desilting Machine,14,1,13,HIGH,16,208,70000,YES
Indore,E036,Manhole Desilting Machine,14,1,13,HIGH,16,208,75000,YES
Patna,E036,Manhole Desilting Machine,11,1,10,HIGH,16,160,52000,YES
Visakhapatnam,E036,Manhole Desilting Machine,15,1,14,HIGH,16,224,82000,YES
Coimbatore,E036,Manhole Desilting Machine,15,1,14,HIGH,16,224,70000,YES
Ludhiana,E036,Manhole Desilting Machine,14,1,13,HIGH,16,208,62000,YES
Thane,E036,Manhole Desilting Machine,15,1,14,HIGH,16,224,76000,YES
Faridabad,E036,Manhole Desilting Machine,14,1,13,HIGH,16,208,68000,YES
Howrah,E036,Manhole Desilting Machine,14,1,13,HIGH,16,208,51000,YES
Asansol,E036,Manhole Desilting Machine,13,1,12,HIGH,16,192,56000,YES
Agra,E036,Manhole Desilting Machine,12,1,11,HIGH,16,176,53000,YES
Nashik,E036,Manhole Desilting Machine,13,1,12,HIGH,16,192,58000,YES
Aurangabad,E036,Manhole Desilting Machine,12,1,11,HIGH,16,176,45000,YES
Varanasi,E036,Manhole Desilting Machine,11,1,10,HIGH,16,160,47000,YES
Madurai,E036,Manhole Desilting Machine,13,1,12,HIGH,16,192,51000,YES
Raipur,E036,Manhole Desilting Machine,12,1,11,HIGH,16,176,41000,YES
Srinagar,E036,Manhole Desilting Machine,10,1,9,HIGH,16,144,39000,YES
Bhubaneswar,E036,Manhole Desilting Machine,12,1,11,HIGH,16,176,42000,YES
Jodhpur,E036,Manhole Desilting Machine,11,1,10,HIGH,16,160,41000,YES
Vijayawada,E036,Manhole Desilting Machine,13,1,12,HIGH,16,192,43000,YES
Jabalpur,E036,Manhole Desilting Machine,12,1,11,HIGH,16,176,44000,YES
Dehradun,E036,Manhole Desilting Machine,11,1,10,HIGH,16,160,36000,YES
Mysuru,E036,Manhole Desilting Machine,13,1,12,HIGH,16,192,42000,YES
Kochi,E036,Manhole Desilting Machine,15,1,14,HIGH,16,224,52000,YES
Guwahati,E036,Manhole Desilting Machine,10,1,9,HIGH,16,144,35000,YES
Ranchi,E036,Manhole Desilting Machine,10,1,9,HIGH,16,144,38000,YES
Amritsar,E036,Manhole Desilting Machine,12,1,11,HIGH,16,176,46000,YES
Gwalior,E036,Manhole Desilting Machine,11,1,10,HIGH,16,160,37000,YES
Hubli,E036,Manhole Desilting Machine,10,1,9,HIGH,16,144,33000,YES
Udaipur,E036,Manhole Desilting Machine,11,1,10,HIGH,16,160,28000,YES
Siliguri,E036,Manhole Desilting Machine,11,1,10,HIGH,16,160,30000,YES
Durgapur,E036,Manhole Desilting Machine,12,1,11,HIGH,16,176,27000,YES
Tirupati,E036,Manhole Desilting Machine,11,1,10,HIGH,16,160,24000,YES
Malda,E036,Manhole Desilting Machine,9,1,8,HIGH,16,128,14000,YES
Shimla,E036,Manhole Desilting Machine,9,1,8,HIGH,16,128,16000,YES
Kharagpur,E036,Manhole Desilting Machine,10,1,9,HIGH,16,144,17000,YES
Haldia,E036,Manhole Desilting Machine,11,1,10,HIGH,16,160,15000,YES
Panaji,E036,Manhole Desilting Machine,12,1,11,HIGH,16,176,22000,YES
Delhi,E037,Sewer Cleaning Robot,20,4,16,HIGH,45,720,650000,YES
Mumbai,E037,Sewer Cleaning Robot,17,3,14,HIGH,45,630,500000,YES
Bengaluru,E037,Sewer Cleaning Robot,14,3,11,HIGH,45,495,320000,YES
Chennai,E037,Sewer Cleaning Robot,13,3,10,HIGH,45,450,310000,YES
Hyderabad,E037,Sewer Cleaning Robot,13,3,10,HIGH,45,450,280000,YES
Ahmedabad,E037,Sewer Cleaning Robot,12,3,9,HIGH,45,405,230000,YES
Kolkata,E037,Sewer Cleaning Robot,11,3,8,HIGH,45,360,210000,YES
Surat,E037,Sewer Cleaning Robot,10,3,7,MEDIUM,45,315,140000,YES
Pune,E037,Sewer Cleaning Robot,10,3,7,MEDIUM,45,315,120000,YES
Lucknow,E037,Sewer Cleaning Robot,8,2,6,HIGH,45,270,95000,YES
Kanpur,E037,Sewer Cleaning Robot,8,2,6,HIGH,45,270,85000,YES
Jaipur,E037,Sewer Cleaning Robot,8,2,6,HIGH,45,270,98000,YES
Visakhapatnam,E037,Sewer Cleaning Robot,9,2,7,HIGH,45,315,82000,YES
Coimbatore,E037,Sewer Cleaning Robot,9,2,7,HIGH,45,315,70000,YES
Nagpur,E037,Sewer Cleaning Robot,8,2,6,HIGH,45,270,70000,YES
Indore,E037,Sewer Cleaning Robot,8,2,6,HIGH,45,270,75000,YES
Thane,E037,Sewer Cleaning Robot,9,2,7,HIGH,45,315,76000,YES
Patna,E037,Sewer Cleaning Robot,6,2,4,MEDIUM,45,180,52000,YES
Ludhiana,E037,Sewer Cleaning Robot,8,2,6,HIGH,45,270,62000,YES
Faridabad,E037,Sewer Cleaning Robot,8,2,6,HIGH,45,270,68000,YES
Howrah,E037,Sewer Cleaning Robot,8,2,6,HIGH,45,270,51000,YES
Nashik,E037,Sewer Cleaning Robot,8,2,6,HIGH,45,270,58000,YES
Agra,E037,Sewer Cleaning Robot,7,2,5,HIGH,45,225,53000,YES
Asansol,E037,Sewer Cleaning Robot,7,2,5,HIGH,45,225,56000,YES
Aurangabad,E037,Sewer Cleaning Robot,7,2,5,HIGH,45,225,45000,YES
Srinagar,E037,Sewer Cleaning Robot,6,2,4,MEDIUM,45,180,39000,YES
Bhubaneswar,E037,Sewer Cleaning Robot,7,2,5,HIGH,45,225,42000,YES
Jabalpur,E037,Sewer Cleaning Robot,7,2,5,HIGH,45,225,44000,YES
Ranchi,E037,Sewer Cleaning Robot,6,2,4,MEDIUM,45,180,38000,YES
Madurai,E037,Sewer Cleaning Robot,7,2,5,HIGH,45,225,51000,YES
Varanasi,E037,Sewer Cleaning Robot,6,2,4,MEDIUM,45,180,47000,YES
Amritsar,E037,Sewer Cleaning Robot,7,2,5,HIGH,45,225,46000,YES
Vijayawada,E037,Sewer Cleaning Robot,7,2,5,HIGH,45,225,43000,YES
Jodhpur,E037,Sewer Cleaning Robot,6,2,4,MEDIUM,45,180,41000,YES
Hubli,E037,Sewer Cleaning Robot,6,2,4,MEDIUM,45,180,33000,YES
Kochi,E037,Sewer Cleaning Robot,8,2,6,HIGH,45,270,52000,YES
Dehradun,E037,Sewer Cleaning Robot,6,2,4,MEDIUM,45,180,36000,YES
Raipur,E037,Sewer Cleaning Robot,6,2,4,MEDIUM,45,180,41000,YES
Mysuru,E037,Sewer Cleaning Robot,7,2,5,HIGH,45,225,42000,YES
Guwahati,E037,Sewer Cleaning Robot,5,2,3,MEDIUM,45,135,35000,YES
Durgapur,E037,Sewer Cleaning Robot,7,2,5,HIGH,45,225,27000,YES
Gwalior,E037,Sewer Cleaning Robot,6,2,4,MEDIUM,45,180,37000,YES
Siliguri,E037,Sewer Cleaning Robot,6,2,4,MEDIUM,45,180,30000,YES
Udaipur,E037,Sewer Cleaning Robot,6,2,4,MEDIUM,45,180,28000,YES
Tirupati,E037,Sewer Cleaning Robot,6,2,4,MEDIUM,45,180,24000,YES
Shimla,E037,Sewer Cleaning Robot,5,2,3,MEDIUM,45,135,16000,YES
Haldia,E037,Sewer Cleaning Robot,6,2,4,MEDIUM,45,180,15000,YES
Panaji,E037,Sewer Cleaning Robot,7,2,5,HIGH,45,225,22000,YES
Kharagpur,E037,Sewer Cleaning Robot,5,2,3,MEDIUM,45,135,17000,YES
Malda,E037,Sewer Cleaning Robot,4,2,2,MEDIUM,45,90,14000,YES
Delhi,E038,Portable Sludge Pump,20,1,19,HIGH,8,152,650000,YES
Mumbai,E038,Portable Sludge Pump,20,1,19,HIGH,8,152,500000,YES
Chennai,E038,Portable Sludge Pump,17,0,17,HIGH,8,136,310000,YES
Bengaluru,E038,Portable Sludge Pump,18,0,18,HIGH,8,144,320000,YES
Kolkata,E038,Portable Sludge Pump,15,0,15,HIGH,8,120,210000,YES
Hyderabad,E038,Portable Sludge Pump,16,0,16,HIGH,8,128,280000,YES
Ahmedabad,E038,Portable Sludge Pump,15,0,15,HIGH,8,120,230000,YES
Lucknow,E038,Portable Sludge Pump,12,0,12,HIGH,8,96,95000,YES
Patna,E038,Portable Sludge Pump,10,0,10,HIGH,8,80,52000,YES
Pune,E038,Portable Sludge Pump,14,0,14,HIGH,8,112,120000,YES
Surat,E038,Portable Sludge Pump,14,0,14,HIGH,8,112,140000,YES
Visakhapatnam,E038,Portable Sludge Pump,13,0,13,HIGH,8,104,82000,YES
Howrah,E038,Portable Sludge Pump,12,0,12,HIGH,8,96,51000,YES
Guwahati,E038,Portable Sludge Pump,9,0,9,HIGH,8,72,35000,YES
Srinagar,E038,Portable Sludge Pump,9,0,9,HIGH,8,72,39000,YES
Kanpur,E038,Portable Sludge Pump,11,0,11,HIGH,8,88,85000,YES
Siliguri,E038,Portable Sludge Pump,10,0,10,HIGH,8,80,30000,YES
Bhubaneswar,E038,Portable Sludge Pump,10,0,10,HIGH,8,80,42000,YES
Kochi,E038,Portable Sludge Pump,13,0,13,HIGH,8,104,52000,YES
Varanasi,E038,Portable Sludge Pump,10,0,10,HIGH,8,80,47000,YES
Asansol,E038,Portable Sludge Pump,11,0,11,HIGH,8,88,56000,YES
Thane,E038,Portable Sludge Pump,13,0,13,HIGH,8,104,76000,YES
Ranchi,E038,Portable Sludge Pump,9,0,9,HIGH,8,72,38000,YES
Indore,E038,Portable Sludge Pump,12,0,12,HIGH,8,96,75000,YES
Dehradun,E038,Portable Sludge Pump,9,0,9,HIGH,8,72,36000,YES
Vijayawada,E038,Portable Sludge Pump,11,0,11,HIGH,8,88,43000,YES
Malda,E038,Portable Sludge Pump,8,0,8,HIGH,8,64,14000,YES
Nagpur,E038,Portable Sludge Pump,12,0,12,HIGH,8,96,70000,YES
Agra,E038,Portable Sludge Pump,10,0,10,HIGH,8,80,53000,YES
Jaipur,E038,Portable Sludge Pump,12,0,12,HIGH,8,96,98000,YES
Coimbatore,E038,Portable Sludge Pump,13,0,13,HIGH,8,104,70000,YES
Durgapur,E038,Portable Sludge Pump,11,0,11,HIGH,8,88,27000,YES
Haldia,E038,Portable Sludge Pump,9,0,9,HIGH,8,72,15000,YES
Madurai,E038,Portable Sludge Pump,11,0,11,HIGH,8,88,51000,YES
Kharagpur,E038,Portable Sludge Pump,9,0,9,HIGH,8,72,17000,YES
Faridabad,E038,Portable Sludge Pump,12,0,12,HIGH,8,96,68000,YES
Raipur,E038,Portable Sludge Pump,10,0,10,HIGH,8,80,41000,YES
Shimla,E038,Portable Sludge Pump,8,0,8,HIGH,8,64,16000,YES
Jabalpur,E038,Portable Sludge Pump,11,0,11,HIGH,8,88,44000,YES
Ludhiana,E038,Portable Sludge Pump,12,0,12,HIGH,8,96,62000,YES
Aurangabad,E038,Portable Sludge Pump,10,0,10,HIGH,8,80,45000,YES
Hubli,E038,Portable Sludge Pump,9,0,9,HIGH,8,72,33000,YES
Gwalior,E038,Portable Sludge Pump,10,0,10,HIGH,8,80,37000,YES
Nashik,E038,Portable Sludge Pump,11,0,11,HIGH,8,88,58000,YES
Panaji,E038,Portable Sludge Pump,11,0,11,HIGH,8,88,22000,YES
Mysuru,E038,Portable Sludge Pump,11,0,11,HIGH,8,88,42000,YES
Tirupati,E038,Portable Sludge Pump,9,0,9,HIGH,8,72,24000,YES
Amritsar,E038,Portable Sludge Pump,11,0,11,HIGH,8,88,46000,YES
Udaipur,E038,Portable Sludge Pump,10,0,10,HIGH,8,80,28000,YES
Jodhpur,E038,Portable Sludge Pump,9,0,9,HIGH,8,72,41000,YES
Delhi,E039,Drain Rodding Machine,20,7,13,MEDIUM,9,117,650000,YES
Mumbai,E039,Drain Rodding Machine,20,7,13,MEDIUM,9,117,500000,YES
Bengaluru,E039,Drain Rodding Machine,18,6,12,MEDIUM,9,108,320000,YES
Chennai,E039,Drain Rodding Machine,17,6,11,MEDIUM,9,99,310000,YES
Hyderabad,E039,Drain Rodding Machine,16,6,10,MEDIUM,9,90,280000,YES
Ahmedabad,E039,Drain Rodding Machine,15,6,9,MEDIUM,9,81,230000,YES
Kolkata,E039,Drain Rodding Machine,15,5,10,MEDIUM,9,90,210000,YES
Surat,E039,Drain Rodding Machine,14,5,9,MEDIUM,9,81,140000,YES
Pune,E039,Drain Rodding Machine,14,5,9,MEDIUM,9,81,120000,YES
Lucknow,E039,Drain Rodding Machine,12,5,7,MEDIUM,9,63,95000,YES
Jaipur,E039,Drain Rodding Machine,12,5,7,MEDIUM,9,63,98000,YES
Kanpur,E039,Drain Rodding Machine,11,5,6,MEDIUM,9,54,85000,YES
Patna,E039,Drain Rodding Machine,10,5,5,MEDIUM,9,45,52000,YES
Nagpur,E039,Drain Rodding Machine,12,5,7,MEDIUM,9,63,70000,YES
Indore,E039,Drain Rodding Machine,12,5,7,MEDIUM,9,63,75000,YES
Visakhapatnam,E039,Drain Rodding Machine,13,5,8,MEDIUM,9,72,82000,YES
Coimbatore,E039,Drain Rodding Machine,13,5,8,MEDIUM,9,72,70000,YES
Ludhiana,E039,Drain Rodding Machine,12,5,7,MEDIUM,9,63,62000,YES
Thane,E039,Drain Rodding Machine,13,5,8,MEDIUM,9,72,76000,YES
Faridabad,E039,Drain Rodding Machine,12,5,7,MEDIUM,9,63,68000,YES
Varanasi,E039,Drain Rodding Machine,10,5,5,MEDIUM,9,45,47000,YES
Srinagar,E039,Drain Rodding Machine,9,5,4,MEDIUM,9,36,39000,YES
Howrah,E039,Drain Rodding Machine,12,5,7,MEDIUM,9,63,51000,YES
Asansol,E039,Drain Rodding Machine,11,5,6,MEDIUM,9,54,56000,YES
Agra,E039,Drain Rodding Machine,10,5,5,MEDIUM,9,45,53000,YES
Jabalpur,E039,Drain Rodding Machine,11,5,6,MEDIUM,9,54,44000,YES
Nashik,E039,Drain Rodding Machine,11,5,6,MEDIUM,9,54,58000,YES
Guwahati,E039,Drain Rodding Machine,9,5,4,MEDIUM,9,36,35000,YES
Amritsar,E039,Drain Rodding Machine,11,5,6,MEDIUM,9,54,46000,YES
Ranchi,E039,Drain Rodding Machine,9,5,4,MEDIUM,9,36,38000,YES
Aurangabad,E039,Drain Rodding Machine,10,5,5,MEDIUM,9,45,45000,YES
Gwalior,E039,Drain Rodding Machine,10,5,5,MEDIUM,9,45,37000,YES
Madurai,E039,Drain Rodding Machine,11,5,6,MEDIUM,9,54,51000,YES
Raipur,E039,Drain Rodding Machine,10,5,5,MEDIUM,9,45,41000,YES
Hubli,E039,Drain Rodding Machine,9,5,4,MEDIUM,9,36,33000,YES
Bhubaneswar,E039,Drain Rodding Machine,10,5,5,MEDIUM,9,45,42000,YES
Udaipur,E039,Drain Rodding Machine,10,5,5,MEDIUM,9,45,28000,YES
Vijayawada,E039,Drain Rodding Machine,11,5,6,MEDIUM,9,54,43000,YES
Jodhpur,E039,Drain Rodding Machine,9,5,4,MEDIUM,9,36,41000,YES
Siliguri,E039,Drain Rodding Machine,10,5,5,MEDIUM,9,45,30000,YES
Dehradun,E039,Drain Rodding Machine,9,5,4,MEDIUM,9,36,36000,YES
Mysuru,E039,Drain Rodding Machine,11,5,6,MEDIUM,9,54,42000,YES
Kochi,E039,Drain Rodding Machine,13,5,8,MEDIUM,9,72,52000,YES
Durgapur,E039,Drain Rodding Machine,11,5,6,MEDIUM,9,54,27000,YES
Malda,E039,Drain Rodding Machine,8,5,3,LOW,9,27,14000,YES
Shimla,E039,Drain Rodding Machine,8,5,3,LOW,9,27,16000,YES
Kharagpur,E039,Drain Rodding Machine,9,5,4,MEDIUM,9,36,17000,YES
Tirupati,E039,Drain Rodding Machine,9,5,4,MEDIUM,9,36,24000,YES
Panaji,E039,Drain Rodding Machine,11,4,7,MEDIUM,9,63,22000,YES
Haldia,E039,Drain Rodding Machine,9,4,5,MEDIUM,9,45,15000,YES
Delhi,E040,Underground Pipe Locator,16,6,10,MEDIUM,12,120,650000,YES
Mumbai,E040,Underground Pipe Locator,13,5,8,MEDIUM,12,96,500000,YES
Bengaluru,E040,Underground Pipe Locator,11,4,7,MEDIUM,12,84,320000,YES
Chennai,E040,Underground Pipe Locator,10,4,6,MEDIUM,12,72,310000,YES
Hyderabad,E040,Underground Pipe Locator,10,4,6,MEDIUM,12,72,280000,YES
Ahmedabad,E040,Underground Pipe Locator,9,4,5,MEDIUM,12,60,230000,YES
Kolkata,E040,Underground Pipe Locator,9,4,5,MEDIUM,12,60,210000,YES
Surat,E040,Underground Pipe Locator,8,4,4,MEDIUM,12,48,140000,YES
Pune,E040,Underground Pipe Locator,8,4,4,MEDIUM,12,48,120000,YES
Jaipur,E040,Underground Pipe Locator,6,4,2,LOW,12,24,98000,YES
Kanpur,E040,Underground Pipe Locator,6,4,2,LOW,12,24,85000,YES
Lucknow,E040,Underground Pipe Locator,6,4,2,LOW,12,24,95000,YES
Nagpur,E040,Underground Pipe Locator,7,3,4,MEDIUM,12,48,70000,YES
Visakhapatnam,E040,Underground Pipe Locator,7,3,4,MEDIUM,12,48,82000,YES
Coimbatore,E040,Underground Pipe Locator,7,3,4,MEDIUM,12,48,70000,YES
Thane,E040,Underground Pipe Locator,7,3,4,MEDIUM,12,48,76000,YES
Ludhiana,E040,Underground Pipe Locator,6,3,3,MEDIUM,12,36,62000,YES
Indore,E040,Underground Pipe Locator,6,3,3,MEDIUM,12,36,75000,YES
Asansol,E040,Underground Pipe Locator,6,3,3,MEDIUM,12,36,56000,YES
Faridabad,E040,Underground Pipe Locator,6,3,3,MEDIUM,12,36,68000,YES
Patna,E040,Underground Pipe Locator,5,3,2,MEDIUM,12,24,52000,YES
Nashik,E040,Underground Pipe Locator,6,3,3,MEDIUM,12,36,58000,YES
Raipur,E040,Underground Pipe Locator,5,3,2,MEDIUM,12,24,41000,YES
Howrah,E040,Underground Pipe Locator,6,3,3,MEDIUM,12,36,51000,YES
Vijayawada,E040,Underground Pipe Locator,6,3,3,MEDIUM,12,36,43000,YES
Hubli,E040,Underground Pipe Locator,5,3,2,MEDIUM,12,24,33000,YES
Madurai,E040,Underground Pipe Locator,6,3,3,MEDIUM,12,36,51000,YES
Aurangabad,E040,Underground Pipe Locator,5,3,2,MEDIUM,12,24,45000,YES
Amritsar,E040,Underground Pipe Locator,6,3,3,MEDIUM,12,36,46000,YES
Jabalpur,E040,Underground Pipe Locator,5,3,2,MEDIUM,12,24,44000,YES
Mysuru,E040,Underground Pipe Locator,6,3,3,MEDIUM,12,36,42000,YES
Agra,E040,Underground Pipe Locator,5,3,2,MEDIUM,12,24,53000,YES
Jodhpur,E040,Underground Pipe Locator,5,3,2,MEDIUM,12,24,41000,YES
Ranchi,E040,Underground Pipe Locator,4,3,1,LOW,12,12,38000,YES
Varanasi,E040,Underground Pipe Locator,5,3,2,MEDIUM,12,24,47000,YES
Gwalior,E040,Underground Pipe Locator,5,3,2,MEDIUM,12,24,37000,YES
Bhubaneswar,E040,Underground Pipe Locator,5,3,2,MEDIUM,12,24,42000,YES
Durgapur,E040,Underground Pipe Locator,5,3,2,MEDIUM,12,24,27000,YES
Guwahati,E040,Underground Pipe Locator,4,3,1,LOW,12,12,35000,YES
Siliguri,E040,Underground Pipe Locator,5,3,2,MEDIUM,12,24,30000,YES
Udaipur,E040,Underground Pipe Locator,5,3,2,MEDIUM,12,24,28000,YES
Kochi,E040,Underground Pipe Locator,6,3,3,MEDIUM,12,36,52000,YES
Srinagar,E040,Underground Pipe Locator,4,3,1,LOW,12,12,39000,YES
Dehradun,E040,Underground Pipe Locator,4,3,1,LOW,12,12,36000,YES
Haldia,E040,Underground Pipe Locator,4,3,1,LOW,12,12,15000,YES
Kharagpur,E040,Underground Pipe Locator,4,3,1,LOW,12,12,17000,YES
Tirupati,E040,Underground Pipe Locator,4,3,1,LOW,12,12,24000,YES
Shimla,E040,Underground Pipe Locator,4,3,1,LOW,12,12,16000,YES
Panaji,E040,Underground Pipe Locator,5,3,2,MEDIUM,12,24,22000,YES
Malda,E040,Underground Pipe Locator,3,3,0,LOW,12,0,14000,YES
Delhi,E041,Drain Cleaning Machine,20,3,17,HIGH,15,255,650000,YES
Mumbai,E041,Drain Cleaning Machine,17,3,14,HIGH,15,210,500000,YES
Chennai,E041,Drain Cleaning Machine,13,2,11,HIGH,15,165,310000,YES
Bengaluru,E041,Drain Cleaning Machine,14,2,12,HIGH,15,180,320000,YES
Kolkata,E041,Drain Cleaning Machine,11,2,9,HIGH,15,135,210000,YES
Hyderabad,E041,Drain Cleaning Machine,12,2,10,HIGH,15,150,280000,YES
Ahmedabad,E041,Drain Cleaning Machine,11,2,9,HIGH,15,135,230000,YES
Lucknow,E041,Drain Cleaning Machine,9,2,7,HIGH,15,105,95000,YES
Pune,E041,Drain Cleaning Machine,10,2,8,HIGH,15,120,120000,YES
Surat,E041,Drain Cleaning Machine,10,2,8,HIGH,15,120,140000,YES
Visakhapatnam,E041,Drain Cleaning Machine,9,2,7,HIGH,15,105,82000,YES
Patna,E041,Drain Cleaning Machine,7,2,5,HIGH,15,75,52000,YES
Howrah,E041,Drain Cleaning Machine,8,2,6,HIGH,15,90,51000,YES
Guwahati,E041,Drain Cleaning Machine,7,2,5,HIGH,15,75,35000,YES
Kanpur,E041,Drain Cleaning Machine,8,2,6,HIGH,15,90,85000,YES
Kochi,E041,Drain Cleaning Machine,9,2,7,HIGH,15,105,52000,YES
Asansol,E041,Drain Cleaning Machine,8,2,6,HIGH,15,90,56000,YES
Thane,E041,Drain Cleaning Machine,9,2,7,HIGH,15,105,76000,YES
Indore,E041,Drain Cleaning Machine,9,2,7,HIGH,15,105,75000,YES
Bhubaneswar,E041,Drain Cleaning Machine,7,2,5,HIGH,15,75,42000,YES
Nagpur,E041,Drain Cleaning Machine,9,2,7,HIGH,15,105,70000,YES
Siliguri,E041,Drain Cleaning Machine,7,2,5,HIGH,15,75,30000,YES
Srinagar,E041,Drain Cleaning Machine,6,2,4,MEDIUM,15,60,39000,YES
Vijayawada,E041,Drain Cleaning Machine,8,2,6,HIGH,15,90,43000,YES
Dehradun,E041,Drain Cleaning Machine,7,2,5,HIGH,15,75,36000,YES
Ranchi,E041,Drain Cleaning Machine,7,2,5,HIGH,15,75,38000,YES
Varanasi,E041,Drain Cleaning Machine,7,2,5,HIGH,15,75,47000,YES
Jaipur,E041,Drain Cleaning Machine,9,2,7,HIGH,15,105,98000,YES
Coimbatore,E041,Drain Cleaning Machine,9,2,7,HIGH,15,105,70000,YES
Faridabad,E041,Drain Cleaning Machine,9,2,7,HIGH,15,105,68000,YES
Durgapur,E041,Drain Cleaning Machine,8,2,6,HIGH,15,90,27000,YES
Madurai,E041,Drain Cleaning Machine,8,2,6,HIGH,15,90,51000,YES
Agra,E041,Drain Cleaning Machine,7,2,5,HIGH,15,75,53000,YES
Haldia,E041,Drain Cleaning Machine,6,2,4,MEDIUM,15,60,15000,YES
Jabalpur,E041,Drain Cleaning Machine,8,2,6,HIGH,15,90,44000,YES
Raipur,E041,Drain Cleaning Machine,7,2,5,HIGH,15,75,41000,YES
Nashik,E041,Drain Cleaning Machine,8,2,6,HIGH,15,90,58000,YES
Malda,E041,Drain Cleaning Machine,5,2,3,MEDIUM,15,45,14000,YES
Kharagpur,E041,Drain Cleaning Machine,6,2,4,MEDIUM,15,60,17000,YES
Ludhiana,E041,Drain Cleaning Machine,8,2,6,HIGH,15,90,62000,YES
Mysuru,E041,Drain Cleaning Machine,8,2,6,HIGH,15,90,42000,YES
Aurangabad,E041,Drain Cleaning Machine,7,2,5,HIGH,15,75,45000,YES
Gwalior,E041,Drain Cleaning Machine,7,2,5,HIGH,15,75,37000,YES
